id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,cleaning_fee,guests_included,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2995996,f,98112,House,Entire home/apt,6,2,2,2,"$1,077.00 ","$3,801.00 ",$75.00 ,3,96,10,9,10,10,10,9
6674408,t,98122,House,Private room,2,1.5,1,1,,,$30.00 ,2,99,10,10,10,10,10,10
6801095,f,98112,Townhouse,Private room,2,2,1,1,$600.00 ,"$1,600.00 ",$20.00 ,1,98,10,10,10,10,10,9
143704,f,98122,House,Entire home/apt,3,1,1,2,$575.00 ,"$2,000.00 ",$40.00 ,2,95,9,10,10,10,9,9
9258305,f,98122,House,Entire home/apt,4,1,2,2,,,$40.00 ,1,,,,,,,
3727017,f,98122,House,Entire home/apt,4,1,2,2,"$1,500.00 ",,$75.00 ,4,100,10,9,10,10,9,9
789966,f,98122,Apartment,Entire home/apt,2,1,1,1,,,,2,96,10,10,10,10,9,9
6864319,f,98122,House,Entire home/apt,8,2,2,2,"$1,500.00 ",,$50.00 ,4,80,8,6,10,10,8,4
1539463,t,98122,House,Private room,2,1,1,1,$550.00 ,"$1,600.00 ",$15.00 ,1,98,10,10,10,10,10,10
9591787,t,98112,Townhouse,Entire home/apt,9,2.5,3,6,,,$150.00 ,7,,,,,,,
10279830,f,98122,House,Entire home/apt,5,1,2,2,"$1,100.00 ",,$100.00 ,5,,,,,,,
1956553,f,98122,House,Entire home/apt,3,1,1,1,,,,2,96,10,9,10,10,9,10
7396508,t,98112,Condominium,Entire home/apt,4,1,1,2,,,$80.00 ,2,98,10,10,10,10,10,10
6272065,f,98122,House,Private room,2,1,1,1,$450.00 ,"$1,550.00 ",$40.00 ,1,90,9,8,10,10,9,9
7072218,f,98122,Apartment,Entire home/apt,3,1,1,1,$650.00 ,,,1,100,10,10,10,10,9,10
7075948,f,98122,Townhouse,Entire home/apt,5,1.5,2,2,"$1,890.00 ",,$100.00 ,1,100,10,10,10,10,10,8
7543458,t,98122,Apartment,Entire home/apt,2,1,1,1,,,$45.00 ,0,98,10,10,10,10,10,10
3769336,f,98112,House,Entire home/apt,2,1,1,1,$629.00 ,"$2,199.00 ",$25.00 ,1,95,10,10,10,10,9,10
8666707,f,98122,Apartment,Entire home/apt,3,1,1,1,,"$2,300.00 ",$60.00 ,1,100,10,10,10,10,10,10
7205443,f,98122,Apartment,Entire home/apt,6,1,2,3,$599.00 ,"$1,799.00 ",$100.00 ,4,84,9,9,9,9,8,8
193371,f,98112,House,Entire home/apt,5,2.5,3,3,$950.00 ,"$3,400.00 ",$140.00 ,4,97,10,10,10,10,10,9
9957555,f,98122,House,Entire home/apt,6,1.5,3,4,,,$60.00 ,4,100,10,10,10,10,9,9
6795678,t,98122,House,Entire home/apt,4,1,1,2,$850.00 ,"$2,800.00 ",$40.00 ,2,98,10,10,10,10,9,9
9300972,f,98112,Apartment,Private room,2,1,1,1,,,,1,100,10,8,10,10,8,10
8047522,t,98122,Townhouse,Entire home/apt,7,1.5,2,5,"$1,150.00 ","$4,995.00 ",$100.00 ,4,100,10,10,10,10,10,10
9457328,f,98122,Apartment,Entire home/apt,4,1,2,2,$460.00 ,"$1,596.00 ",$40.00 ,1,,,,,,,
6576006,f,98112,Townhouse,Private room,2,1.5,1,1,$325.00 ,,,0,98,10,10,10,10,10,10
7971334,f,98122,House,Private room,2,1,1,1,,,$10.00 ,1,88,9,9,10,10,9,9
1984962,f,98122,House,Entire home/apt,6,3.5,3,3,,,$195.00 ,1,96,9,10,10,10,9,9
9292039,f,98122,Apartment,Entire home/apt,2,1,1,1,,,$100.00 ,1,100,10,10,10,10,10,10
6661617,f,98122,House,Entire home/apt,6,2.5,2,3,"$1,500.00 ","$5,500.00 ",$200.00 ,6,95,10,10,10,10,10,9
8848854,f,98122,House,Entire home/apt,5,2,2,3,,,$100.00 ,6,80,10,10,10,10,8,8
3251069,f,98122,House,Private room,2,1,1,1,,,,1,100,10,10,10,10,10,10
4111137,f,98122,Apartment,Entire home/apt,4,1,1,2,,,$10.00 ,2,95,10,9,10,10,10,10
4760472,f,98122,Apartment,Entire home/apt,3,1,1,1,$560.00 ,"$2,150.00 ",$50.00 ,2,94,10,10,10,10,9,9
8968925,f,98122,House,Private room,4,2.5,1,2,,,,1,,,,,,,
3293438,f,98122,Apartment,Entire home/apt,2,1,1,1,$510.00 ,,,1,98,10,10,10,10,9,10
9210978,f,98122,House,Entire home/apt,4,2,2,2,,,$100.00 ,1,100,10,10,10,10,10,10
3319386,t,98112,Apartment,Private room,2,1,1,1,,,,0,97,10,10,10,10,10,9
7717813,f,98122,House,Entire home/apt,4,1,1,2,$950.00 ,"$3,000.00 ",$75.00 ,4,98,10,10,10,10,10,10
5578943,t,98122,House,Private room,2,1,1,1,$595.00 ,"$1,975.00 ",$60.00 ,2,97,10,10,10,10,10,10
7660932,t,98112,Cabin,Private room,1,1,1,1,,,,1,98,10,10,10,10,10,10
4271221,t,98122,House,Private room,2,1,1,1,$500.00 ,,$25.00 ,1,97,10,10,10,10,10,10
6358605,f,98122,Apartment,Private room,2,1,1,1,,,$15.00 ,1,100,10,10,10,10,10,10
1439237,t,98122,House,Private room,2,1,1,1,$585.00 ,$950.00 ,,2,98,10,10,10,10,10,10
7775167,t,98122,House,Private room,2,1,1,1,$350.00 ,"$1,000.00 ",$30.00 ,1,100,10,10,10,10,10,10
7437784,t,98122,House,Private room,2,1,1,1,,,$25.00 ,2,,,,,,,
9628972,f,98122,House,Private room,2,1,1,1,,,,1,,,,,,,
8425013,t,98122,House,Entire home/apt,10,3.5,5,7,,,$250.00 ,1,93,9,10,8,9,9,9
6925807,f,98122,House,Entire home/apt,4,1.5,2,2,"$2,250.00 ","$8,200.00 ",,1,100,10,10,10,10,10,10
7400955,f,98122,House,Entire home/apt,6,2,3,5,"$1,500.00 ",,$25.00 ,1,93,9,9,10,10,10,9
8174389,f,98122,House,Entire home/apt,5,1,2,2,"$1,150.00 ",,$45.00 ,1,100,10,10,10,10,10,
6292452,f,98122,House,Entire home/apt,6,3.5,4,5,"$1,500.00 ",,$75.00 ,5,100,10,10,10,10,10,10
9095668,f,98122,Apartment,Entire home/apt,2,1,0,1,,,$61.00 ,2,,,,,,,
413733,t,98122,House,Entire home/apt,6,1,2,2,,,$35.00 ,2,99,10,10,10,10,10,10
8783900,f,98122,Townhouse,Entire home/apt,7,1.5,0,2,$930.00 ,"$4,030.00 ",$100.00 ,7,100,10,10,10,10,10,10
639130,f,98122,House,Entire home/apt,8,3,4,5,"$1,350.00 ",,$100.00 ,1,80,9,7,8,9,10,10
2484067,t,98122,House,Private room,3,1,1,2,$625.00 ,"$1,999.00 ",$25.00 ,2,96,9,10,10,10,10,10
3533112,f,98122,Apartment,Entire home/apt,3,1,0,1,,,$50.00 ,2,93,9,10,10,10,8,9
2249292,t,98122,Apartment,Entire home/apt,4,1,2,2,$650.00 ,"$2,500.00 ",$25.00 ,2,97,10,10,10,10,10,10
7838294,f,98122,House,Entire home/apt,5,1,2,3,,,$100.00 ,4,,,,,,,
6133354,f,98112,Apartment,Entire home/apt,2,1,0,1,$554.00 ,"$1,848.00 ",$65.00 ,1,95,9,10,10,10,9,9
7987836,f,98122,Loft,Entire home/apt,2,1,1,1,$455.00 ,,$35.00 ,1,100,10,10,10,10,10,9
9910025,f,98122,Apartment,Entire home/apt,4,1,2,2,,,$20.00 ,2,100,10,10,10,10,10,10
7364024,f,98122,Townhouse,Entire home/apt,4,1,1,2,,,$25.00 ,3,94,10,9,10,10,9,10
9362082,f,98122,House,Entire home/apt,5,1,2,2,,,,1,100,10,8,10,10,10,10
8847108,f,98122,Other,Entire home/apt,2,1,1,1,$525.00 ,"$1,900.00 ",$15.00 ,1,98,10,10,10,10,10,10
7462428,f,98122,House,Private room,1,1.5,1,1,,,$10.00 ,1,89,10,9,9,9,9,9
4370312,f,98122,Apartment,Entire home/apt,2,1,1,1,,,$45.00 ,2,95,10,10,10,10,10,10
4053972,f,98122,Apartment,Entire home/apt,2,1,1,1,$550.00 ,,$40.00 ,1,94,10,10,10,10,10,10
6209191,f,98122,House,Private room,2,1.5,1,1,$600.00 ,"$2,100.00 ",,2,100,10,10,10,10,10,10
10123910,f,98122,House,Entire home/apt,8,1,4,5,,,$80.00 ,1,,,,,,,
6412858,f,98122,House,Entire home/apt,6,2.5,3,2,$900.00 ,,$100.00 ,4,100,10,10,10,10,10,10
3987838,f,98122,Apartment,Entire home/apt,2,1,1,1,$550.00 ,"$1,800.00 ",$15.00 ,2,100,10,10,10,10,10,10
7027507,f,98122,House,Private room,1,1,1,1,,,$20.00 ,1,100,10,10,10,10,8,10
6587443,f,98122,House,Private room,4,1,1,1,$440.00 ,,$50.00 ,2,100,10,10,10,10,10,10
10204689,f,98122,Apartment,Entire home/apt,2,1,1,1,$500.00 ,,$15.00 ,1,,,,,,,
1029680,f,98122,House,Entire home/apt,4,2,3,3,,,$85.00 ,1,93,9,9,10,10,9,9
7208439,t,98122,Apartment,Entire home/apt,4,1,1,2,$730.00 ,,$60.00 ,2,100,10,10,10,10,10,10
8327765,f,98122,House,Entire home/apt,8,3,4,5,"$2,700.00 ","$5,000.00 ",$300.00 ,1,,,,,,,
3953611,t,98112,House,Private room,4,1,1,2,$750.00 ,,$50.00 ,2,97,10,10,10,10,10,10
2584354,f,98122,Apartment,Entire home/apt,2,1,1,1,,,,1,99,10,10,10,10,10,10
4574700,f,98122,House,Entire home/apt,8,3,3,4,,,$100.00 ,1,100,10,10,10,10,10,10
5685646,f,98122,House,Entire home/apt,6,1,2,3,$750.00 ,"$3,000.00 ",$50.00 ,2,94,9,9,10,9,10,10
977722,f,98105,Apartment,Entire home/apt,2,1,1,1,$480.00 ,,$30.00 ,1,94,10,10,10,10,10,10
2931922,f,98105,Apartment,Entire home/apt,5,2,2,2,$900.00 ,"$2,695.00 ",$95.00 ,2,87,9,9,9,9,9,8
8253955,f,98105,House,Entire home/apt,6,1,1,3,$900.00 ,"$4,300.00 ",$50.00 ,2,93,10,10,9,10,9,8
6426462,f,98105,Condominium,Private room,1,1,1,1,$450.00 ,"$1,295.00 ",$50.00 ,1,100,10,10,9,10,10,10
8154238,f,98105,House,Shared room,1,1,1,1,$275.00 ,$880.00 ,$35.00 ,1,,,,,,,
5020861,f,98105,Apartment,Private room,3,1,1,1,$450.00 ,,,1,92,10,8,9,10,10,9
9611409,f,98103,Other,Private room,2,1,1,1,,,,1,,,,,,,
9282348,f,98105,Apartment,Private room,2,0.5,1,1,,,,15,,,,,,,
8939306,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,93,9,9,10,10,9,9
5423692,f,98105,House,Private room,2,1,1,1,,,,1,95,10,9,10,10,9,9
9159975,f,98105,Townhouse,Private room,2,1.5,1,1,,,$30.00 ,1,,,,,,,
7561272,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,94,10,9,10,10,9,9
7326419,f,98105,House,Private room,2,1,1,1,$385.00 ,"$1,650.00 ",,1,94,10,9,10,10,10,9
9373607,f,98105,Apartment,Private room,2,1,1,1,,,$10.00 ,1,100,10,10,10,10,10,10
6717555,f,98105,Apartment,Private room,1,1,1,1,$250.00 ,$500.00 ,,1,80,6,6,10,10,10,8
8939433,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,87,10,9,9,10,9,10
8939503,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,96,10,10,10,10,10,10
8742753,f,98105,Apartment,Private room,2,1,1,1,$549.00 ,"$2,199.00 ",,1,,,,,,,
8939687,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,83,9,9,10,10,9,9
3793406,t,98115,Apartment,Entire home/apt,2,1,2,2,,,$50.00 ,1,100,9,10,10,10,10,10
9134196,f,98105,Apartment,Entire home/apt,2,1,0,1,$650.00 ,"$2,500.00 ",$49.00 ,1,80,6,8,6,4,8,6
6007267,f,98105,Apartment,Entire home/apt,3,1,1,1,$475.00 ,,$20.00 ,3,100,10,10,10,10,10,10
3422894,f,98105,Apartment,Entire home/apt,2,1,0,1,,,$20.00 ,1,93,10,10,10,10,9,9
3630581,f,98105,Apartment,Entire home/apt,2,1,0,1,$695.00 ,"$1,895.00 ",$60.00 ,1,78,8,9,9,10,8,8
9394508,f,98105,Apartment,Entire home/apt,4,1,1,2,$490.00 ,"$1,495.00 ",$60.00 ,1,100,10,10,10,10,10,8
7348578,f,98105,House,Private room,3,2,1,1,,,$10.00 ,1,89,10,9,10,10,10,9
8869680,f,98105,Apartment,Entire home/apt,4,1,0,1,$500.00 ,"$1,695.00 ",$25.00 ,2,91,10,9,9,9,10,10
7678429,f,98105,Apartment,Entire home/apt,2,1,1,1,$600.00 ,,$50.00 ,1,,,,,,,
2979387,f,98105,House,Entire home/apt,10,2,3,7,,"$4,900.00 ",$225.00 ,7,88,9,9,10,10,9,9
1531458,f,98105,Apartment,Entire home/apt,4,1,1,2,$700.00 ,"$1,895.00 ",$60.00 ,1,89,9,9,9,9,9,9
1549973,f,98105,Apartment,Entire home/apt,3,1,1,1,$525.00 ,"$1,795.00 ",$60.00 ,1,66,6,8,8,8,7,6
1123977,f,98105,Apartment,Entire home/apt,4,1,1,2,"$1,000.00 ","$2,200.00 ",$150.00 ,4,98,10,10,10,10,10,9
5719631,f,98105,Apartment,Entire home/apt,3,1,1,1,$560.00 ,"$1,895.00 ",$60.00 ,1,73,10,9,10,10,10,9
9580209,f,98105,Condominium,Entire home/apt,5,2,2,3,$850.00 ,"$2,500.00 ",$75.00 ,2,,,,,,,
9364220,f,98105,Apartment,Entire home/apt,2,1,0,1,,,$49.00 ,1,100,6,10,10,8,10,10
9663221,f,98105,Apartment,Entire home/apt,4,1,0,2,$525.00 ,"$1,550.00 ",$50.00 ,1,,,,,,,
9636952,f,98105,Apartment,Entire home/apt,2,1,0,2,$550.00 ,"$1,550.00 ",$55.00 ,1,,,,,,,
8594059,f,98105,House,Entire home/apt,5,1,2,2,,,$85.00 ,1,80,8,7,10,10,9,8
6278756,f,98105,Apartment,Private room,2,1,1,1,$250.00 ,,,1,100,10,10,10,10,10,10
3679617,f,98105,Apartment,Entire home/apt,4,1,0,2,$600.00 ,"$1,695.00 ",$60.00 ,1,80,9,9,8,8,9,8
9416551,f,98105,Apartment,Entire home/apt,2,1,0,1,$550.00 ,"$1,595.00 ",$60.00 ,1,,,,,,,
8322107,f,98105,Apartment,Entire home/apt,2,1,1,1,$450.00 ,"$1,700.00 ",$150.00 ,2,,,,,,,
9511676,f,98105,Apartment,Private room,1,1,1,1,$175.00 ,,$5.00 ,1,,,,,,,
3158243,f,98105,Apartment,Entire home/apt,4,1,1,2,$850.00 ,"$2,350.00 ",$70.00 ,1,82,9,8,9,8,9,8
8327124,t,98105,House,Entire home/apt,12,3.5,5,7,,,$250.00 ,1,100,10,10,10,10,10,10
4311078,f,98105,House,Entire home/apt,9,2.5,4,6,,,$300.00 ,1,100,10,10,10,10,10,9
3329962,f,98105,Apartment,Entire home/apt,3,1,1,2,$675.00 ,"$1,895.00 ",$60.00 ,1,74,8,8,9,9,8,8
3263071,f,98105,Apartment,Entire home/apt,4,1,1,2,$575.00 ,"$1,795.00 ",$60.00 ,1,78,9,9,9,9,9,8
7302675,f,98105,Apartment,Entire home/apt,3,1,0,2,$460.00 ,,,2,,,,,,,
6250399,f,98105,Apartment,Entire home/apt,3,1,0,1,$680.00 ,"$1,795.00 ",$60.00 ,1,60,6,6,10,8,4,4
7387294,f,98105,House,Private room,2,1,1,1,$455.00 ,"$1,950.00 ",,1,92,9,10,10,9,9,9
7363462,f,98105,House,Private room,1,1,1,1,,,$10.00 ,1,89,9,9,9,9,9,9
6796336,f,98105,House,Private room,1,1.5,1,1,$150.00 ,,,1,80,,,,,,
8156894,f,98105,House,Shared room,1,1,1,1,$259.00 ,$813.00 ,$35.00 ,1,,,,,,,
1150519,f,98115,House,Entire home/apt,7,1.5,3,5,"$1,500.00 ","$5,000.00 ",$150.00 ,4,98,10,10,10,10,10,10
5969872,f,98105,House,Private room,1,1,1,1,$262.00 ,$924.00 ,$20.00 ,1,91,8,10,9,9,10,9
9617068,f,98105,Apartment,Entire home/apt,4,1,1,1,,,,1,100,10,10,10,10,10,10
4438188,t,98105,Apartment,Entire home/apt,3,1,1,1,$755.00 ,"$2,551.00 ",$75.00 ,2,99,10,10,10,10,10,10
1521633,f,98105,Apartment,Entire home/apt,4,1,1,2,$595.00 ,"$1,795.00 ",$60.00 ,1,80,9,9,9,9,9,7
6623079,f,98105,Apartment,Private room,2,1,1,2,,,,1,82,9,7,9,9,9,9
7561254,f,98105,House,Private room,1,1,1,1,,,$10.00 ,1,95,9,10,9,10,10,9
3494608,t,98105,House,Entire home/apt,3,1,1,2,$500.00 ,"$1,650.00 ",$75.00 ,1,98,10,10,10,10,9,9
3085726,f,98105,Apartment,Entire home/apt,2,1,1,1,$625.00 ,"$1,895.00 ",$60.00 ,1,60,10,10,8,8,10,6
2256124,f,98105,Apartment,Entire home/apt,3,1,1,2,$550.00 ,"$1,900.00 ",$5.00 ,2,94,9,9,10,10,9,9
7071021,f,98105,Apartment,Entire home/apt,4,1,0,2,$680.00 ,"$1,895.00 ",$60.00 ,1,64,8,8,8,8,7,7
9465815,f,98105,Apartment,Private room,1,1,1,1,,,,1,100,10,10,10,10,10,10
6938103,f,98105,House,Private room,2,1,1,1,,,,1,87,10,9,10,10,9,10
6913414,f,98105,House,Entire home/apt,6,1,2,2,"$1,500.00 ","$4,500.00 ",$89.00 ,6,96,9,9,8,8,9,9
3706719,f,98105,Apartment,Entire home/apt,2,1,0,1,$580.00 ,"$1,795.00 ",$90.00 ,1,70,9,9,9,7,7,7
8174626,f,98105,Apartment,Entire home/apt,2,1,1,1,$550.00 ,"$1,900.00 ",$50.00 ,2,96,10,10,9,10,9,10
1571230,f,98105,Apartment,Entire home/apt,3,1,1,1,$525.00 ,"$1,695.00 ",$50.00 ,1,68,9,8,8,8,8,7
4270642,f,98105,Apartment,Entire home/apt,2,1,0,1,$600.00 ,"$1,650.00 ",$50.00 ,2,88,9,9,9,9,9,8
5407311,f,98105,Apartment,Entire home/apt,4,1,1,2,$600.00 ,"$1,895.00 ",$60.00 ,1,100,10,10,10,8,8,8
9976135,f,98105,Apartment,Private room,1,1,1,1,,,,1,,,,,,,
9558353,f,98105,Apartment,Entire home/apt,2,1,0,1,$430.00 ,"$1,500.00 ",$45.00 ,1,100,10,10,10,10,10,10
7247767,t,98105,House,Private room,2,1,1,1,$600.00 ,,,2,98,10,10,10,10,10,10
7035077,f,98105,House,Private room,1,1,1,1,$165.00 ,$600.00 ,,1,,,,,,,
7353834,f,98105,Apartment,Entire home/apt,4,1,0,2,$595.00 ,"$1,795.00 ",$60.00 ,1,90,8,9,10,10,9,8
9319891,f,98105,Apartment,Private room,1,1,1,1,$420.00 ,"$1,295.00 ",$60.00 ,1,,,,,,,
6575407,f,98105,Condominium,Private room,1,1,1,1,,,,1,100,10,8,10,10,10,10
7550234,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,94,9,10,10,10,9,9
8939736,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,96,10,10,10,9,10,10
7247720,t,98105,House,Private room,2,1,1,1,$500.00 ,,,2,99,10,10,10,10,10,10
1786923,f,98105,Apartment,Entire home/apt,3,1,1,2,$695.00 ,"$1,895.00 ",$60.00 ,1,93,9,10,9,10,9,9
7649837,f,98105,Apartment,Entire home/apt,3,1,0,2,$700.00 ,,,1,87,9,8,8,9,9,8
3610724,f,98105,Apartment,Entire home/apt,2,1,1,1,,,$15.00 ,2,91,9,10,10,10,9,9
7988337,f,98105,Apartment,Entire home/apt,3,1,1,2,$750.00 ,"$3,000.00 ",$25.00 ,3,97,10,9,10,10,9,9
1773803,f,98105,Apartment,Entire home/apt,4,1,1,1,$600.00 ,"$1,995.00 ",$25.00 ,2,82,9,8,9,9,9,8
7536074,f,98105,Apartment,Entire home/apt,2,1,2,2,,,,1,,,,,,,
3770248,f,98105,Apartment,Entire home/apt,2,1,0,2,$580.00 ,"$1,595.00 ",$60.00 ,1,76,8,7,7,7,9,9
9097754,f,98105,Apartment,Entire home/apt,2,1,1,1,,,$99.00 ,1,,,,,,,
3291295,f,98105,Apartment,Entire home/apt,3,1,1,1,,,,2,98,10,10,10,10,10,10
8171726,f,98105,Apartment,Entire home/apt,8,1,4,4,,,$108.00 ,6,80,10,10,10,10,10,10
10031055,f,98105,House,Shared room,4,1.5,1,2,,,,1,,,,,,,
8939595,f,98105,House,Private room,2,1,1,1,,,$10.00 ,1,87,9,9,8,9,9,9
8155580,f,98105,House,Shared room,1,1,1,1,$275.00 ,$880.00 ,$35.00 ,1,100,8,8,8,8,10,8
6705584,f,98105,Apartment,Entire home/apt,4,1,1,2,$680.00 ,"$1,895.00 ",$60.00 ,1,80,7,8,8,9,10,8
1417880,f,98105,Apartment,Entire home/apt,2,1,1,1,$550.00 ,"$1,650.00 ",$55.00 ,1,85,9,9,9,9,9,9
7245692,f,98105,House,Private room,2,1,1,1,$445.00 ,"$1,390.00 ",$25.00 ,2,96,9,10,10,10,10,9
7153101,f,98105,Townhouse,Entire home/apt,4,2.5,2,2,,,$80.00 ,2,97,10,10,10,10,10,10
9014572,f,98105,Apartment,Private room,1,0.5,1,1,$400.00 ,"$1,400.00 ",,1,,,,,,,
585418,t,98105,Apartment,Shared room,2,1,1,1,$405.00 ,,,1,98,10,10,10,10,9,10
4484426,f,98105,Apartment,Entire home/apt,6,2,2,2,"$1,200.00 ","$2,995.00 ",$90.00 ,2,91,10,9,9,9,9,9
3291777,f,98105,Apartment,Entire home/apt,4,1,1,2,$650.00 ,"$1,850.00 ",$60.00 ,1,66,7,6,8,8,8,7
3096191,f,98105,Apartment,Entire home/apt,6,2,2,2,$950.00 ,"$2,895.00 ",$90.00 ,2,68,7,7,7,7,9,7
9865846,f,98105,Apartment,Entire home/apt,4,1,2,2,,,,1,100,10,10,10,10,10,10
6249536,f,98105,Apartment,Entire home/apt,2,1,0,1,$625.00 ,"$1,695.00 ",$60.00 ,1,80,8,9,10,10,9,8
5744931,f,98105,Apartment,Entire home/apt,4,1,1,4,$780.00 ,"$2,400.00 ",$60.00 ,1,100,10,10,10,10,8,10
8156764,f,98105,House,Shared room,1,1,1,1,$259.00 ,$813.00 ,$35.00 ,1,,,,,,,
3303857,f,98105,Apartment,Entire home/apt,3,1,1,1,$675.00 ,"$1,895.00 ",$60.00 ,1,82,9,9,9,8,8,8
8155710,f,98105,House,Shared room,1,1,1,1,$259.00 ,$813.00 ,$35.00 ,1,90,9,9,10,10,10,9
3843706,f,98115,House,Entire home/apt,5,2,3,3,"$1,250.00 ","$3,500.00 ",$120.00 ,1,90,10,8,10,10,10,9
8156860,f,98105,House,Shared room,1,1,1,1,$259.00 ,$813.00 ,$35.00 ,1,,,,,,,
9316399,f,98105,Apartment,Private room,2,1,1,1,,,$5.00 ,1,90,10,8,10,10,10,9
293890,f,98105,Apartment,Entire home/apt,4,1,2,3,$450.00 ,"$1,250.00 ",$35.00 ,4,85,8,8,9,9,9,8
7915432,f,98105,Townhouse,Shared room,2,1.5,1,2,,,,1,80,10,10,8,10,10,10
7501583,f,98105,House,Entire home/apt,6,1,2,3,,,$75.00 ,1,,,,,,,
10126050,f,98105,Apartment,Entire home/apt,1,1,0,1,,,,1,,,,,,,
7807658,f,98105,Apartment,Shared room,2,1,1,2,,,,1,,,,,,,
1589461,f,98105,Apartment,Entire home/apt,3,1,1,1,$695.00 ,"$1,895.00 ",$60.00 ,1,70,8,8,8,10,9,8
9303530,f,98105,Apartment,Entire home/apt,6,2,2,3,$900.00 ,"$2,895.00 ",$90.00 ,2,60,8,8,10,10,10,10
7809718,f,98105,House,Entire home/apt,5,1.5,3,2,"$1,100.00 ",,$100.00 ,1,100,10,9,10,10,10,10
140331,t,98112,House,Private room,2,1,1,1,$480.00 ,"$1,800.00 ",$30.00 ,3,96,10,9,10,10,9,10
9462315,f,98112,House,Private room,2,1,1,1,$600.00 ,"$1,800.00 ",,1,,,,,,,
565703,f,98112,Apartment,Entire home/apt,4,1,2,2,$762.00 ,"$2,688.00 ",$10.00 ,3,92,9,9,10,10,10,9
1147349,f,98112,Apartment,Entire home/apt,2,1,1,1,,,$25.00 ,2,95,10,9,10,10,9,9
7262358,f,98112,House,Entire home/apt,2,1,1,1,"$1,300.00 ","$3,640.00 ",$80.00 ,1,100,10,10,10,10,9,10
723723,f,98112,House,Entire home/apt,4,1,1,2,$800.00 ,"$1,850.00 ",$70.00 ,2,93,9,10,10,10,9,9
4757025,t,98112,House,Entire home/apt,4,1,2,2,"$1,000.00 ",,$45.00 ,4,100,10,10,10,10,10,10
3334052,f,98112,Apartment,Entire home/apt,2,1,0,1,$450.00 ,,$50.00 ,1,96,10,10,10,10,10,10
7036707,t,98112,Apartment,Entire home/apt,2,1,0,1,$450.00 ,"$1,400.00 ",$25.00 ,1,99,10,10,10,10,10,10
5272327,f,98112,Apartment,Entire home/apt,2,1,1,1,,,$95.00 ,1,96,10,10,10,10,10,10
3921664,f,98112,House,Private room,4,1,1,2,,,$10.00 ,2,100,10,10,10,10,10,10
9974658,f,98122,House,Private room,2,1,1,1,,,$50.00 ,1,,,,,,,
2727984,t,98112,House,Private room,1,1,1,1,,,,1,100,10,10,10,10,10,10
794633,t,98112,House,Entire home/apt,2,1,1,1,,,$6.00 ,2,98,10,10,10,10,10,10
3959442,t,98122,Apartment,Entire home/apt,2,1,0,1,$550.00 ,"$2,000.00 ",$50.00 ,1,98,10,10,10,10,10,10
6761267,f,98122,House,Entire home/apt,2,1,1,1,$600.00 ,"$2,300.00 ",$26.00 ,1,93,10,10,10,10,9,9
6824408,f,98122,House,Entire home/apt,8,2.5,3,3,,,$100.00 ,4,100,10,10,10,10,10,10
2526129,f,98122,House,Entire home/apt,8,3,4,4,"$1,400.00 ",,$150.00 ,4,100,10,9,10,10,9,9
7859906,f,98122,House,Private room,2,1,1,1,$400.00 ,"$1,400.00 ",,1,95,9,10,10,10,10,10
9636248,f,98122,Condominium,Entire home/apt,2,1,1,1,,,$20.00 ,2,,,,,,,
4623541,f,98122,House,Entire home/apt,5,2.5,2,2,"$1,000.00 ","$2,500.00 ",$100.00 ,5,98,10,10,10,10,10,10
1970725,t,98122,House,Private room,2,1,1,1,,,$30.00 ,1,99,10,10,10,10,10,9
4418480,f,98122,Apartment,Entire home/apt,3,1,1,1,"$1,200.00 ","$5,200.00 ",$30.00 ,1,93,10,9,10,10,10,9
911001,t,98122,Townhouse,Entire home/apt,6,3.5,3,3,$827.00 ,"$2,999.00 ",$140.00 ,1,,,,,,,
6670332,t,98122,House,Entire home/apt,5,1,1,2,"$1,050.00 ",,$100.00 ,4,99,10,10,10,10,10,9
1249060,f,98122,House,Entire home/apt,3,1,1,1,,"$2,600.00 ",$83.00 ,2,92,9,9,10,9,9,9
1566487,t,98144,Apartment,Entire home/apt,4,1,1,2,$643.00 ,"$2,268.00 ",$70.00 ,2,95,10,10,10,10,8,9
9711153,f,98122,Apartment,Shared room,1,1,1,1,,,,1,97,10,10,10,10,10,10
444221,f,98122,House,Private room,2,1,1,1,$292.00 ,"$1,029.00 ",$5.00 ,1,88,9,9,9,9,9,9
1018204,f,98122,Cabin,Private room,4,1,1,2,$333.00 ,"$1,176.00 ",$5.00 ,1,84,9,9,9,9,9,9
4856986,t,98122,House,Entire home/apt,7,2.5,3,4,"$1,850.00 ",,$75.00 ,6,100,10,10,10,10,10,10
2130652,f,98122,Apartment,Entire home/apt,4,1,2,2,,,$40.00 ,2,91,9,9,10,9,9,9
